zip3,destination,scf
335,TAMPA FL 335,SCF TAMPA FL 335
336,TAMPA FL 336U,SCF TAMPA FL 335
337,ST PETERSBURG FL 337,ST PETERSBURG FL 337D
338,LAKELAND FL 338,LAKELAND FL 338D
339,FT MYERS FL 339,SCF FT MYERS FL 339
341,FT MYERS FL 341,SCF FT MYERS FL 339
342,MANASOTA FL 342,MANASOTA FL 342D
343,GAINESVILLE FL 344,SCF GAINESVILLE FL 326
344,GAINESVILLE FL 344,SCF GAINESVILLE FL 326
345,TAMPA FL 346,SCF TAMPA FL 335
346,TAMPA FL 346,SCF TAMPA FL 335
347,ORLANDO FL 347,SCF ORLANDO FL 328
348,WEST PALM BCH FL 349,SCF WEST PALM BCH FL 334
349,WEST PALM BCH FL 349,SCF WEST PALM BCH FL 334
350,BIRMINGHAM AL 350,SCF BIRMINGHAM AL 350
351,BIRMINGHAM AL 351,SCF BIRMINGHAM AL 350
352,BIRMINGHAM AL 352U,SCF BIRMINGHAM AL 350
353,TUSCALOOSA AL 354,TUSCALOOSA AL 354D
354,TUSCALOOSA AL 354,TUSCALOOSA AL 354D
355,BIRMINGHAM AL 355,SCF BIRMINGHAM AL 350
356,HUNTSVILLE AL 356,SCF HUNTSVILLE AL 357
357,HUNTSVILLE AL 357,SCF HUNTSVILLE AL 357
358,HUNTSVILLE AL 358U,SCF HUNTSVILLE AL 357
359,BIRMINGHAM AL 359,SCF BIRMINGHAM AL 350
360,MONTGOMERY AL 360,SCF MONTGOMERY AL 360
361,MONTGOMERY AL 361U,SCF MONTGOMERY AL 360
362,ANNISTON AL 362,ANNISTON AL 362D
363,DOTHAN AL 363,DOTHAN AL 363D
364,EVERGREEN AL 364,EVERGREEN AL 364D
365,MOBILE AL 365,SCF MOBILE AL 365
366,MOBILE AL 366U,SCF MOBILE AL 365
367,MONTGOMERY AL 367,SCF MONTGOMERY AL 360
368,MONTGOMERY AL 368,SCF MONTGOMERY AL 360
369,MERIDIAN MS 369,SCF MERIDIAN MS 393
370,NASHVILLE TN 370,SCF NASHVILLE TN 370
371,NASHVILLE TN 371,SCF NASHVILLE TN 370
372,NASHVILLE TN 372U,SCF NASHVILLE TN 370
373,CHATTANOOGA TN 373,SCF CHATTANOOGA TN 373
374,CHATTANOOGA TN 374U,SCF CHATTANOOGA TN 373
375,MEMPHIS TN 375,SCF MEMPHIS TN 380
376,JOHNSON CITY TN 376,JOHNSON CITY TN 376D
377,KNOXVILLE TN 377,SCF KNOXVILLE TN 377
378,KNOXVILLE TN 378,SCF KNOXVILLE TN 377
379,KNOXVILLE TN 379U,SCF KNOXVILLE TN 377
380,MEMPHIS TN 380,SCF MEMPHIS TN 380
381,MEMPHIS TN 381U,SCF MEMPHIS TN 380
382,MCKENZIE TN 382,MCKENZIE TN 382D
383,JACKSON TN 383,JACKSON TN 383D
384,COLUMBIA TN 384,COLUMBIA TN 384D
385,COOKEVILLE TN 385,COOKEVILLE TN 385D
386,MEMPHIS TN 386,SCF MEMPHIS TN 380
387,GREENVILLE MS 387,GREENVILLE MS 387D
388,TUPELO MS 388,TUPELO MS 388D
389,GRENADA MS 389,GRENADA MS 389D
390,JACKSON MS 390,SCF JACKSON MS 390
391,JACKSON MS 391,SCF JACKSON MS 390
392,JACKSON MS 392U,SCF JACKSON MS 390
393,MERIDIAN MS 393,SCF MERIDIAN MS 393
394,HATTIESBURG MS 394,HATTIESBURG MS 394D
395,GULFPORT MS 395,GULFPORT MS 395D
396,MCCOMB MS 396,MCCOMB MS 396D
397,COLUMBUS MS 397,COLUMBUS MS 397D
398,ALBANY GA 398,SCF ALBANY GA 317
399,ATLANTA GA 399,SCF ATLANTA GA 303
400,LOUISVILLE KY 400,SCF LOUISVILLE KY 400
401,LOUISVILLE KY 401,SCF LOUISVILLE KY 400
402,LOUISVILLE KY 402U,SCF LOUISVILLE KY 400
403,LEXINGTON KY 403,SCF LEXINGTON KY 403
404,LEXINGTON KY 404,SCF LEXINGTON KY 403
405,LEXINGTON KY 405U,SCF LEXINGTON KY 403
406,FRANKFORT KY 406U,SCF LEXINGTON KY 403
407,LONDON KY 407,SCF LONDON KY 407
408,LONDON KY 408,SCF LONDON KY 407
409,LONDON KY 409,SCF LONDON KY 407
410,CINCINNATI OH 410,SCF CINCINNATI OH 450
411,ASHLAND KY 411,SCF ASHLAND KY 411
412,ASHLAND KY 412,SCF ASHLAND KY 411
413,CAMPTON KY 413,SCF CAMPTON KY 413
414,CAMPTON KY 414,SCF CAMPTON KY 413
415,PIKEVILLE KY 415,SCF PIKEVILLE KY 415
416,PIKEVILLE KY 416,SCF PIKEVILLE KY 415
417,HAZARD KY 417,SCF HAZARD KY 417
418,HAZARD KY 418,SCF HAZARD KY 417
419,PADUCAH KY 420,PADUCAH KY 420D
420,PADUCAH KY 420,PADUCAH KY 420D
421,BOWLING GREEN KY 421,SCF BOWLING GREEN KY 421
422,BOWLING GREEN KY 422,SCF BOWLING GREEN KY 421
423,OWENSBORO KY 423,OWENSBORO KY 423D
424,EVANSVILLE IN 424,SCF EVANSVILLE IN 476
425,SOMERSET KY 425,SCF SOMERSET KY 425
426,SOMERSET KY 426,SCF SOMERSET KY 425
427,ELIZABETHTOWN KY 427,ELIZABETHTOWN KY 427D
428,COLUMBUS OH 430,SCF COLUMBUS OH 430
429,COLUMBUS OH 430,SCF COLUMBUS OH 430
430,COLUMBUS OH 430,SCF COLUMBUS OH 430
431,COLUMBUS OH 431,SCF COLUMBUS OH 430
432,COLUMBUS OH 432U,SCF COLUMBUS OH 430
433,COLUMBUS OH 433,SCF COLUMBUS OH 430
434,TOLEDO OH 434,SCF TOLEDO OH 434
435,TOLEDO OH 435,SCF TOLEDO OH 434
436,TOLEDO OH 436U,SCF TOLEDO OH 434
437,ZANESVILLE OH 437,SCF ZANESVILLE OH 437
438,ZANESVILLE OH 438,SCF ZANESVILLE OH 437
439,STEUBENVILLE OH 439,STEUBENVILLE OH 439D
440,CLEVELAND OH 440,SCF CLEVELAND OH 440
441,CLEVELAND OH 441U,SCF CLEVELAND OH 440
442,AKRON OH 442,SCF AKRON OH 442
443,AKRON OH 443U,SCF AKRON OH 442
444,YOUNGSTOWN OH 444,SCF YOUNGSTOWN OH 444
445,YOUNGSTOWN OH 445U,SCF YOUNGSTOWN OH 444
446,CANTON OH 446,SCF CANTON OH 446
447,CANTON OH 447U,SCF CANTON OH 446
448,MANSFIELD OH 448,SCF MANSFIELD OH 448
449,MANSFIELD OH 449U,SCF MANSFIELD OH 448
450,CINCINNATI OH 450,SCF CINCINNATI OH 450
451,CINCINNATI OH 451,SCF CINCINNATI OH 450
452,CINCINNATI OH 452U,SCF CINCINNATI OH 450
453,DAYTON OH 453,SCF DAYTON OH 453
454,DAYTON OH 454U,SCF DAYTON OH 453
455,SPRINGFIELD OH 455U,SCF DAYTON OH 453
456,CHILLICOTHE OH 456,CHILLICOTHE OH 456D
457,ATHENS OH 457,ATHENS OH 457D
458,LIMA OH 458,LIMA OH 458D
459,CINCINNATI OH 459,SCF CINCINNATI OH 450
460,INDIANAPOLIS IN 460,SCF INDIANAPOLIS IN 460
461,INDIANAPOLIS IN 461,SCF INDIANAPOLIS IN 460
462,INDIANAPOLIS IN 462U,SCF INDIANAPOLIS IN 460
463,GARY IN 463,SCF GARY IN 463
464,GARY IN 464U,SCF GARY IN 463
465,SOUTH BEND IN 465,SCF SOUTH BEND IN 465
466,SOUTH BEND IN 466U,SCF SOUTH BEND IN 465
467,FORT WAYNE IN 467,SCF FORT WAYNE IN 467
468,FORT WAYNE IN 468U,SCF FORT WAYNE IN 467
469,KOKOMO IN 469,KOKOMO IN 469D
470,CINCINNATI OH 470,SCF CINCINNATI OH 450
471,LOUISVILLE KY 471,SCF LOUISVILLE KY 400
472,COLUMBUS IN 472,COLUMBUS IN 472D
473,MUNCIE IN 473,MUNCIE IN 473D
474,BLOOMINGTON IN 474,BLOOMINGTON IN 474D
475,TERRE HAUTE IN 475,SCF TERRE HAUTE IN 478
476,EVANSVILLE IN 476,SCF EVANSVILLE IN 476
477,EVANSVILLE IN 477U,SCF EVANSVILLE IN 476
478,TERRE HAUTE IN 478,SCF TERRE HAUTE IN 478
479,LAFAYETTE IN 479,LAFAYETTE IN 479D
480,ROYAL OAK MI 480,SCF ROYAL OAK MI 480
481,DETROIT MI 481,SCF DETROIT MI 481
482,DETROIT MI 482U,SCF DETROIT MI 481
483,ROYAL OAK MI 483,SCF ROYAL OAK MI 480
484,FLINT MI 484,SCF FLINT MI 484
485,FLINT MI 485U,SCF FLINT MI 484
486,SAGINAW MI 486,SCF SAGINAW MI 486
487,SAGINAW MI 487,SCF SAGINAW MI 486
488,LANSING MI 488,SCF LANSING MI 488
489,LANSING MI 489U,SCF LANSING MI 488
490,KALAMAZOO MI 490,SCF KALAMAZOO MI 490
491,KALAMAZOO MI 491,SCF KALAMAZOO MI 490
492,JACKSON MI 492,JACKSON MI 492D
493,GRAND RAPIDS MI 493,SCF GRAND RAPIDS MI 493
494,GRAND RAPIDS MI 494,SCF GRAND RAPIDS MI 493
495,GRAND RAPIDS MI 495U,SCF GRAND RAPIDS MI 493
496,TRAVERSE CITY MI 496,TRAVERSE CITY MI 496D
497,GAYLORD MI 497,GAYLORD MI 497D
498,IRON MOUNTAIN MI 498,SCF IRON MOUNTAIN MI 498
499,IRON MOUNTAIN MI 499,SCF IRON MOUNTAIN MI 498
500,DES MOINES IA 500,SCF DES MOINES IA 500
501,DES MOINES IA 501,SCF DES MOINES IA 500
502,DES MOINES IA 502,SCF DES MOINES IA 500
503,DES MOINES IA 503U,SCF DES MOINES IA 500
504,WATERLOO IA 504,SCF WATERLOO IA 506
505,FORT DODGE IA 505,FORT DODGE IA 505D
506,WATERLOO IA 506,SCF WATERLOO IA 506
507,WATERLOO IA 507U,SCF WATERLOO IA 506
508,CRESTON IA 508,CRESTON IA 508D
509,DES MOINES IA 509,SCF DES MOINES IA 500
510,SIOUX CITY IA 510,SCF SIOUX CITY IA 510
511,SIOUX CITY IA 511U,SCF SIOUX CITY IA 510
512,SIOUX CITY IA 512,SCF SIOUX CITY IA 510
513,SIOUX CITY IA 513,SCF SIOUX CITY IA 510
514,CARROLL IA 514,CARROLL IA 514D
515,OMAHA NE 515,SCF OMAHA NE 680
516,OMAHA NE 516,SCF OMAHA NE 680
517,DUBUQUE IA 520,DUBUQUE IA 520D
518,DUBUQUE IA 520,DUBUQUE IA 520D
519,DUBUQUE IA 520,DUBUQUE IA 520D
520,DUBUQUE IA 520,DUBUQUE IA 520D
521,DECORAH IA 521,DECORAH IA 521D
522,CEDAR RAPIDS IA 522,SCF CEDAR RAPIDS IA 522
523,CEDAR RAPIDS IA 523,SCF CEDAR RAPIDS IA 522
524,CEDAR RAPIDS IA 524U,SCF CEDAR RAPIDS IA 522
525,DES MOINES IA 525,SCF DES MOINES IA 500
526,BURLINGTON IA 526,BURLINGTON IA 526D
527,QUAD CITIES IL 527,SCF QUAD CITIES IL 612
528,DAVENPORT IA 528U,SCF QUAD CITIES IL 612
529,MILWAUKEE WI 530,SCF MILWAUKEE WI 530
530,MILWAUKEE WI 530,SCF MILWAUKEE WI 530
531,MILWAUKEE WI 531,SCF MILWAUKEE WI 530
532,MILWAUKEE WI 532U,SCF MILWAUKEE WI 530
533,RACINE WI 534U,SCF MILWAUKEE WI 530
534,RACINE WI 534U,SCF MILWAUKEE WI 530
535,MADISON WI 535,SCF MADISON WI 535
536,MADISON WI 537U,SCF MADISON WI 535
537,MADISON WI 537U,SCF MADISON WI 535
538,MADISON WI 538,SCF MADISON WI 535
539,PORTAGE WI 539,PORTAGE WI 539D
540,ST PAUL MN 540,SCF ST PAUL MN 550
541,GREEN BAY WI 541,SCF GREEN BAY WI 541
542,GREEN BAY WI 542,SCF GREEN BAY WI 541
543,GREEN BAY WI 543U,SCF GREEN BAY WI 541
544,WAUSAU WI 544,WAUSAU WI 544D
545,RHINELANDER WI 545,RHINELANDER WI 545D
546,LA CROSSE WI 546,LA CROSSE WI 546D
547,EAU CLAIRE WI 547,EAU CLAIRE WI 547D
548,SPOONER WI 548,SPOONER WI 548D
549,OSHKOSH WI 549,OSHKOSH WI 549D
550,ST PAUL MN 550,SCF ST PAUL MN 550
551,ST PAUL MN 551U,SCF ST PAUL MN 550
552,MINNEAPOLIS MN 553,SCF MINNEAPOLIS MN 553
553,MINNEAPOLIS MN 553,SCF MINNEAPOLIS MN 553
554,MINNEAPOLIS MN 554U,SCF MINNEAPOLIS MN 553
555,MINNEAPOLIS MN 555,SCF MINNEAPOLIS MN 553
556,DULUTH MN 556,SCF DULUTH MN 556
557,DULUTH MN 557,SCF DULUTH MN 556
558,DULUTH MN 558U,SCF DULUTH MN 556
559,ROCHESTER MN 559,ROCHESTER MN 559D
560,MANKATO MN 560,SCF MANKATO MN 560
561,MANKATO MN 561,SCF MANKATO MN 560
562,WILLMAR MN 562,WILLMAR MN 562D
563,ST CLOUD MN 563,ST CLOUD MN 563D
564,BRAINERD MN 564,BRAINERD MN 564D
565,DETROIT LAKES MN 565,DETROIT LAKES MN 565D
566,BEMIDJI MN 566,BEMIDJI MN 566D
567,GRAND FORKS ND 567,SCF GRAND FORKS ND 582
568,SIOUX FALLS SD 570,SCF SIOUX FALLS SD 570
569,SIOUX FALLS SD 570,SCF SIOUX FALLS SD 570
570,SIOUX FALLS SD 570,SCF SIOUX FALLS SD 570
571,SIOUX FALLS SD 571U,SCF SIOUX FALLS SD 570
572,DAKOTA CENTRAL SD 572,SCF DAKOTA CENTRAL SD 572
573,DAKOTA CENTRAL SD 573,SCF DAKOTA CENTRAL SD 572
574,ABERDEEN SD 574,ABERDEEN SD 574D
575,PIERRE SD 575,PIERRE SD 575D
576,MOBRIDGE SD 576,MOBRIDGE SD 576D
577,RAPID CITY SD 577,RAPID CITY SD 577D
578,FARGO ND 580,SCF FARGO ND 580
579,FARGO ND 580,SCF FARGO ND 580
580,FARGO ND 580,SCF FARGO ND 580
581,FARGO ND 581U,SCF FARGO ND 580
582,GRAND FORKS ND 582,SCF GRAND FORKS ND 582
583,DEVILS LAKE ND 583,DEVILS LAKE ND 583D
584,JAMESTOWN ND 584,JAMESTOWN ND 584D
585,BISMARCK ND 585,SCF BISMARCK ND 585
586,BISMARCK ND 586,SCF BISMARCK ND 585
587,MINOT ND 587,MINOT ND 587D
588,WILLISTON ND 588,WILLISTON ND 588D
589,BILLINGS MT 590,SCF BILLINGS MT 590
590,BILLINGS MT 590,SCF BILLINGS MT 590
591,BILLINGS MT 591U,SCF BILLINGS MT 590
592,WOLF POINT MT 592,WOLF POINT MT 592D
593,MILES CITY MT 593,MILES CITY MT 593D
594,GREAT FALLS MT 594,GREAT FALLS MT 594D
595,HAVRE MT 595,HAVRE MT 595D
596,HELENA MT 596,HELENA MT 596D
597,BUTTE MT 597,BUTTE MT 597D
598,MISSOULA MT 598,MISSOULA MT 598D
599,KALISPELL MT 599,KALISPELL MT 599D
600,PALATINE IL 600,SCF PALATINE IL 600
601,CAROL STREAM IL 601,SCF CAROL STREAM IL 601
602,EVANSTON IL 602U,SCF PALATINE IL 600
603,OAK PARK IL 603U,SCF CAROL STREAM IL 601
604,S SUBURBAN IL 604,S SUBURBAN IL 604D
605,FOX VALLEY IL 605,FOX VALLEY IL 605D
606,CHICAGO IL 606U,SCF CHICAGO IL 606
607,CHICAGO IL 607,SCF CHICAGO IL 606
608,CHICAGO IL 608,SCF CHICAGO IL 606
609,KANKAKEE IL 609,KANKAKEE IL 609D
610,ROCKFORD IL 610,SCF ROCKFORD IL 610
611,ROCKFORD IL 611U,SCF ROCKFORD IL 610
612,QUAD CITIES IL 612,SCF QUAD CITIES IL 612
613,LA SALLE IL 613,LA SALLE IL 613D
614,GALESBURG IL 614,GALESBURG IL 614D
615,PEORIA IL 615,SCF PEORIA IL 615
616,PEORIA IL 616U,SCF PEORIA IL 615
617,BLOOMINGTON IL 617,BLOOMINGTON IL 617D
618,CHAMPAIGN IL 618,SCF CHAMPAIGN IL 618
619,CHAMPAIGN IL 619,SCF CHAMPAIGN IL 618
620,ST LOUIS MO 620,SCF ST LOUIS MO 630
621,ST LOUIS MO 622,SCF ST LOUIS MO 630
622,ST LOUIS MO 622,SCF ST LOUIS MO 630
623,QUINCY IL 623,SCF QUINCY IL 623
624,EFFINGHAM IL 624,EFFINGHAM IL 624D
625,SPRINGFIELD IL 625,SCF SPRINGFIELD IL 625
626,SPRINGFIELD IL 626,SCF SPRINGFIELD IL 625
627,SPRINGFIELD IL 627U,SCF SPRINGFIELD IL 625
628,CENTRALIA IL 628,CENTRALIA IL 628D
629,CARBONDALE IL 629,CARBONDALE IL 629D
630,ST LOUIS MO 630,SCF ST LOUIS MO 630
631,ST LOUIS MO 631U,SCF ST LOUIS MO 630
632,ST LOUIS MO 633,SCF ST LOUIS MO 630
633,ST LOUIS MO 633,SCF ST LOUIS MO 630
634,QUINCY IL 634,SCF QUINCY IL 623
635,QUINCY IL 635,SCF QUINCY IL 623
636,CAPE GIRARDEAU MO 636,SCF CAPE GIRARDEAU MO 637
637,CAPE GIRARDEAU MO 637,SCF CAPE GIRARDEAU MO 637
638,CAPE GIRARDEAU MO 638,SCF CAPE GIRARDEAU MO 637
639,CAPE GIRARDEAU MO 639,SCF CAPE GIRARDEAU MO 637
640,KANSAS CITY MO 640,SCF KANSAS CITY MO 640
641,KANSAS CITY MO 641U,SCF KANSAS CITY MO 640
642,ST JOSEPH MO 644,SCF ST JOSEPH MO 644
643,ST JOSEPH MO 644,SCF ST JOSEPH MO 644
644,ST JOSEPH MO 644,SCF ST JOSEPH MO 644
645,ST JOSEPH MO 645U,SCF ST JOSEPH MO 644
646,CHILLICOTHE MO 646,CHILLICOTHE MO 646D
647,HARRISONVILLE MO 647,HARRISONVILLE MO 647D
648,SPRINGFIELD MO 648,SCF SPRINGFIELD MO 656
649,KANSAS CITY MO 649,SCF KANSAS CITY MO 640
650,MID-MISSOURI MO 650,SCF MID-MISSOURI MO 650
651,MID-MISSOURI MO 651,SCF MID-MISSOURI MO 650
652,MID-MISSOURI MO 652,SCF MID-MISSOURI MO 650
653,MID-MISSOURI MO 653,SCF MID-MISSOURI MO 650
654,SPRINGFIELD MO 654,SCF SPRINGFIELD MO 656
655,SPRINGFIELD MO 655,SCF SPRINGFIELD MO 656
656,SPRINGFIELD MO 656,SCF SPRINGFIELD MO 656
657,SPRINGFIELD MO 657,SCF SPRINGFIELD MO 656
658,SPRINGFIELD MO 658U,SCF SPRINGFIELD MO 656
659,KANSAS CITY KS 660,SCF KANSAS CITY KS 660
660,KANSAS CITY KS 660,SCF KANSAS CITY KS 660
